Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TrainingTimesLastYear,WorkLifeBalance,Attrition,Age_Group,Distance_Group,HourlyRate_Group,MonthlyIncome_Group,MonthlyRate_Group,DailyRate_Group,PercentSalaryHike_Group
28.0,Travel_Rarely,1485.0,Research & Development,12.0,Below College,Life Sciences,High,Female,79.0,High,1.0,Laboratory Technician,Very High,Married,2515.0,22955.0,1.0,Yes,11.0,Excellent,Very High,4.0,Good,Yes,Age_group 1,Distance_4,HourlyRate_4,Income_1,Rate_5,DailyRate_5,PercentSalaryHike_1
26.0,Travel_Rarely,1384.0,Research & Development,3.0,Master,Medical,Low,Male,82.0,Very High,1.0,Laboratory Technician,Very High,Married,4420.0,13421.0,1.0,No,22.0,Outstanding,Medium,2.0,Better,No,Age_group 1,Distance_2,HourlyRate_4,Income_3,Rate_3,DailyRate_5,PercentSalaryHike_5
30.0,Travel_Rarely,852.0,Sales,10.0,Bachelor,Marketing,High,Male,72.0,Medium,2.0,Sales Executive,High,Married,6578.0,2706.0,1.0,No,18.0,Excellent,Low,3.0,Better,No,Age_group 2,Distance_4,HourlyRate_3,Income_4,Rate_1,DailyRate_3,PercentSalaryHike_4
40.0,Travel_Frequently,902.0,Research & Development,26.0,College,Medical,High,Female,92.0,Medium,2.0,Research Scientist,Very High,Married,4422.0,21203.0,3.0,Yes,13.0,Excellent,Very High,3.0,Bad,No,Age_group 4,Distance_5,HourlyRate_5,Income_3,Rate_4,DailyRate_3,PercentSalaryHike_2
35.0,Travel_Rarely,819.0,Research & Development,2.0,Bachelor,Life Sciences,High,Male,44.0,Medium,3.0,Manufacturing Director,Medium,Divorced,10274.0,19588.0,2.0,No,18.0,Excellent,Medium,2.0,Best,No,Age_group 3,Distance_1,HourlyRate_1,Income_5,Rate_4,DailyRate_3,PercentSalaryHike_4
36.929014472777396,Travel_Rarely,669.0,Research & Development,1.0,Bachelor,Medical,Very High,Male,97.0,Medium,2.0,Healthcare Representative,Low,Single,5343.0,25755.0,0.0,No,20.0,Outstanding,High,3.0,Better,No,Age_group 3,Distance_1,HourlyRate_5,Income_3,Rate_5,DailyRate_3,PercentSalaryHike_5
35.0,Travel_Frequently,636.0,Research & Development,4.0,Master,Other,Very High,Male,47.0,Medium,1.0,Laboratory Technician,Very High,Married,2376.0,26537.0,1.0,No,13.0,Excellent,Medium,2.0,Best,No,Age_group 3,Distance_2,HourlyRate_2,Income_1,Rate_5,DailyRate_2,PercentSalaryHike_2
43.0,Travel_Rarely,1372.0,Sales,9.0,Bachelor,Marketing,Low,Female,85.0,Low,2.0,Sales Executive,High,Single,5346.0,9489.0,8.0,No,13.0,Excellent,Medium,2.0,Good,Yes,Age_group 4,Distance_3,HourlyRate_4,Income_3,Rate_2,DailyRate_5,PercentSalaryHike_2
32.0,Non-Travel,862.0,Sales,2.0,Below College,Life Sciences,High,Female,76.0,High,1.0,Sales Representative,Low,Divorced,2827.0,14947.0,1.0,No,12.0,Excellent,High,3.0,Better,No,Age_group 2,Distance_1,HourlyRate_4,Income_2,Rate_3,DailyRate_3,PercentSalaryHike_1
56.0,Travel_Rarely,718.0,Research & Development,4.0,Master,Technical Degree,Very High,Female,92.0,High,5.0,Manager,Low,Divorced,19943.0,18575.0,4.0,No,13.0,Excellent,Very High,2.0,Better,No,Age_group 5,Distance_2,HourlyRate_5,Income_5,Rate_4,DailyRate_3,PercentSalaryHike_2
29.0,Travel_Rarely,1401.0,Research & Development,6.0,Below College,Medical,Medium,Female,54.0,High,1.0,Laboratory Technician,Very High,Married,3131.0,26342.0,1.0,No,13.0,Excellent,Low,5.0,Better,No,Age_group 1,Distance_3,HourlyRate_2,Income_2,Rate_5,DailyRate_5,PercentSalaryHike_2
19.0,Travel_Rarely,645.0,Research & Development,9.0,College,Life Sciences,High,Male,54.0,High,1.0,Research Scientist,Low,Single,2552.0,7172.0,1.0,No,25.0,Outstanding,High,4.0,Better,No,Age_group 1,Distance_3,HourlyRate_2,Income_1,Rate_2,DailyRate_2,PercentSalaryHike_5
45.0,Travel_Rarely,1457.0,Research & Development,7.0,Bachelor,Medical,Low,Female,83.0,High,1.0,Research Scientist,High,Married,4477.0,20100.0,4.0,Yes,19.0,Excellent,High,2.0,Good,No,Age_group 4,Distance_3,HourlyRate_4,Income_3,Rate_4,DailyRate_5,PercentSalaryHike_4
37.0,Travel_Rarely,977.0,Research & Development,1.0,Bachelor,Life Sciences,Very High,Female,56.0,Medium,2.0,Manufacturing Director,Very High,Married,6474.0,9961.0,1.0,No,13.0,Excellent,Medium,2.0,Good,No,Age_group 3,Distance_1,HourlyRate_2,Income_4,Rate_2,DailyRate_4,PercentSalaryHike_2
20.0,Travel_Rarely,805.0,Research & Development,3.0,Bachelor,Life Sciences,Low,Male,87.0,Medium,1.0,Laboratory Technician,High,Single,3033.0,12828.0,1.0,No,12.0,Excellent,Low,2.0,Good,No,Age_group 1,Distance_2,HourlyRate_4,Income_2,Rate_3,DailyRate_3,PercentSalaryHike_1
44.0,Travel_Rarely,1097.0,Research & Development,10.0,Master,Life Sciences,High,Male,96.0,High,1.0,Research Scientist,High,Single,2936.0,10826.0,1.0,Yes,11.0,Excellent,High,4.0,Better,Yes,Age_group 4,Distance_4,HourlyRate_5,Income_2,Rate_2,DailyRate_4,PercentSalaryHike_1
53.0,Travel_Rarely,1223.0,Research & Development,7.0,College,Medical,Very High,Female,50.0,High,5.0,Manager,High,Divorced,18606.0,18640.0,3.0,No,18.0,Excellent,Medium,6.0,Better,No,Age_group 5,Distance_3,HourlyRate_2,Income_5,Rate_4,DailyRate_4,PercentSalaryHike_4
29.0,Travel_Rarely,942.0,Research & Development,15.0,Below College,Life Sciences,Medium,Female,69.0,Low,1.0,Research Scientist,Very High,Married,2168.0,26933.0,0.0,Yes,18.0,Excellent,Low,2.0,Good,No,Age_group 1,Distance_4,HourlyRate_3,Income_1,Rate_5,DailyRate_4,PercentSalaryHike_4
22.0,Travel_Frequently,1256.0,Research & Development,3.0,Master,Life Sciences,High,Male,48.0,Medium,1.0,Research Scientist,Very High,Married,2853.0,4223.0,0.0,Yes,11.0,Excellent,Medium,5.0,Better,Yes,Age_group 1,Distance_2,HourlyRate_2,Income_2,Rate_1,DailyRate_5,PercentSalaryHike_1
46.0,Travel_Rarely,1402.0,Sales,2.0,Bachelor,Marketing,High,Female,69.0,High,4.0,Manager,Low,Married,17048.0,24097.0,8.0,No,23.0,Outstanding,Low,2.0,Better,No,Age_group 5,Distance_1,HourlyRate_3,Income_5,Rate_5,DailyRate_5,PercentSalaryHike_5
44.0,Travel_Rarely,111.0,Research & Development,17.0,Bachelor,Life Sciences,Very High,Male,74.0,Low,1.0,Research Scientist,High,Single,2290.0,4279.0,2.0,No,13.0,Excellent,Very High,3.0,Better,No,Age_group 4,Distance_5,HourlyRate_4,Income_1,Rate_1,DailyRate_1,PercentSalaryHike_2
33.0,Travel_Rarely,147.0,Human Resources,2.0,Bachelor,Human Resources,Medium,Male,99.0,High,1.0,Human Resources,High,Married,3600.0,8429.0,1.0,No,13.0,Excellent,Very High,2.0,Better,No,Age_group 2,Distance_1,HourlyRate_5,Income_2,Rate_2,DailyRate_1,PercentSalaryHike_2
41.0,Non-Travel,906.0,Research & Development,5.0,College,Life Sciences,Low,Male,95.0,Medium,1.0,Research Scientist,Low,Divorced,2107.0,20293.0,6.0,No,17.0,Excellent,Low,2.0,Bad,Yes,Age_group 4,Distance_2,HourlyRate_5,Income_1,Rate_4,DailyRate_3,PercentSalaryHike_4
30.0,Travel_Rarely,1329.0,Sales,29.0,Master,Life Sciences,High,Male,61.0,High,2.0,Sales Executive,Low,Divorced,4115.0,13192.0,8.0,No,19.0,Excellent,High,3.0,Better,No,Age_group 2,Distance_5,HourlyRate_3,Income_2,Rate_3,DailyRate_5,PercentSalaryHike_4
40.0,Travel_Frequently,1184.0,Sales,2.0,Master,Medical,Medium,Male,62.0,High,2.0,Sales Executive,Medium,Married,4327.0,25440.0,5.0,No,12.0,Excellent,Very High,2.0,Better,No,Age_group 4,Distance_1,HourlyRate_3,Income_3,Rate_5,DailyRate_4,PercentSalaryHike_1
50.0,Travel_Frequently,1421.0,Research & Development,2.0,Bachelor,Medical,Very High,Female,30.0,High,4.0,Manager,Low,Married,17856.0,9490.0,2.0,No,22.0,Outstanding,High,3.0,Better,No,Age_group 5,Distance_1,HourlyRate_1,Income_5,Rate_2,DailyRate_5,PercentSalaryHike_5
28.0,Travel_Rarely,1179.0,Research & Development,19.0,Master,Medical,Very High,Male,78.0,Medium,1.0,Laboratory Technician,Low,Married,3196.0,12449.0,1.0,No,12.0,Excellent,High,2.0,Better,No,Age_group 1,Distance_5,HourlyRate_4,Income_2,Rate_3,DailyRate_4,PercentSalaryHike_1
46.0,Travel_Rarely,1450.0,Research & Development,15.0,College,Life Sciences,Very High,Male,52.0,High,5.0,Research Director,Medium,Married,19081.0,10849.0,5.0,No,11.0,Excellent,Low,2.0,Better,No,Age_group 5,Distance_4,HourlyRate_2,Income_5,Rate_2,DailyRate_5,PercentSalaryHike_1
35.0,Travel_Rarely,1361.0,Sales,17.0,Master,Life Sciences,High,Male,94.0,High,2.0,Sales Executive,Low,Married,8966.0,14293.144421629022,3.0,Yes,15.0,Excellent,Very High,2.0,Better,No,Age_group 3,Distance_5,HourlyRate_5,Income_4,Rate_3,DailyRate_5,PercentSalaryHike_3
24.0,Travel_Rarely,984.0,Research & Development,17.0,College,Life Sciences,Very High,Female,97.0,High,1.0,Laboratory Technician,Medium,Married,2210.0,3372.0,1.0,No,13.0,Excellent,Low,3.0,Bad,Yes,Age_group 1,Distance_5,HourlyRate_5,Income_1,Rate_1,DailyRate_4,PercentSalaryHike_2
33.0,Travel_Frequently,1146.0,Sales,25.0,Bachelor,Medical,Medium,Female,82.0,High,2.0,Sales Executive,High,Married,4539.0,4905.0,1.0,No,12.0,Excellent,Low,3.0,Good,No,Age_group 2,Distance_5,HourlyRate_4,Income_3,Rate_1,DailyRate_4,PercentSalaryHike_1
36.0,Travel_Rarely,917.0,Research & Development,6.0,Master,Life Sciences,High,Male,60.0,Low,1.0,Laboratory Technician,High,Divorced,2741.0,6865.0,1.0,No,14.0,Excellent,High,4.0,Better,No,Age_group 3,Distance_3,HourlyRate_3,Income_2,Rate_1,DailyRate_3,PercentSalaryHike_3
30.0,Travel_Rarely,853.0,Research & Development,7.0,Master,Life Sciences,High,Male,49.0,High,2.0,Laboratory Technician,High,Divorced,3491.0,11309.0,1.0,No,13.0,Excellent,Low,4.0,Good,No,Age_group 2,Distance_3,HourlyRate_2,Income_2,Rate_2,DailyRate_3,PercentSalaryHike_2
44.0,Travel_Rarely,200.0,Research & Development,29.0,Master,Other,Very High,Male,32.0,High,2.0,Research Scientist,Very High,Single,4541.0,7744.0,1.0,No,25.0,Outstanding,Medium,3.0,Better,No,Age_group 4,Distance_5,HourlyRate_1,Income_3,Rate_2,DailyRate_1,PercentSalaryHike_5
20.0,Travel_Rarely,654.0,Sales,21.0,Bachelor,Marketing,High,Male,43.0,Very High,1.0,Sales Representative,Very High,Single,2678.0,5050.0,1.0,No,17.0,Excellent,Very High,2.0,Better,No,Age_group 1,Distance_5,HourlyRate_1,Income_1,Rate_1,DailyRate_2,PercentSalaryHike_4
46.0,Travel_Rarely,150.0,Research & Development,2.0,Master,Technical Degree,Very High,Male,60.0,High,2.0,Manufacturing Director,Very High,Divorced,7379.0,17433.0,2.0,No,11.0,Excellent,High,3.0,Good,No,Age_group 5,Distance_1,HourlyRate_3,Income_4,Rate_4,DailyRate_1,PercentSalaryHike_1
42.0,Non-Travel,179.0,Human Resources,2.0,Doctor,Medical,Very High,Male,79.0,Very High,2.0,Human Resources,Low,Married,6272.0,12858.0,7.0,No,16.0,Excellent,Low,3.0,Best,No,Age_group 4,Distance_1,HourlyRate_4,Income_4,Rate_3,DailyRate_1,PercentSalaryHike_4
60.0,Travel_Rarely,696.0,Sales,7.0,Bachelor,Marketing,Medium,Male,52.0,Very High,2.0,Sales Executive,Very High,Divorced,5220.0,10893.0,0.0,Yes,18.0,Excellent,Medium,3.0,Better,No,Age_group 5,Distance_3,HourlyRate_2,Income_3,Rate_2,DailyRate_3,PercentSalaryHike_4
32.0,Travel_Frequently,116.0,Research & Development,13.0,Bachelor,Other,High,Female,77.0,Medium,1.0,Laboratory Technician,Medium,Married,2743.0,7331.0,1.0,No,20.0,Outstanding,High,2.0,Better,No,Age_group 2,Distance_4,HourlyRate_4,Income_2,Rate_2,DailyRate_1,PercentSalaryHike_5
32.0,Travel_Frequently,1316.0,Research & Development,2.0,College,Life Sciences,Very High,Female,38.0,High,2.0,Research Scientist,High,Single,4998.0,2338.0,4.0,Yes,14.0,Excellent,Very High,2.0,Better,No,Age_group 2,Distance_1,HourlyRate_1,Income_3,Rate_1,DailyRate_5,PercentSalaryHike_3
36.0,Travel_Rarely,363.0,Research & Development,1.0,Bachelor,Technical Degree,High,Female,77.0,Low,3.0,Manufacturing Director,Low,Divorced,10252.0,4235.0,2.0,Yes,21.0,Outstanding,High,2.0,Better,No,Age_group 3,Distance_1,HourlyRate_4,Income_5,Rate_1,DailyRate_1,PercentSalaryHike_5
33.0,Travel_Rarely,117.0,Research & Development,9.0,Bachelor,Medical,Low,Male,60.0,High,1.0,Research Scientist,Very High,Married,2781.0,6311.0,0.0,No,13.0,Excellent,Medium,5.0,Better,No,Age_group 2,Distance_3,HourlyRate_3,Income_2,Rate_1,DailyRate_1,PercentSalaryHike_2
40.0,Travel_Rarely,107.0,Sales,10.0,Bachelor,Technical Degree,Medium,Female,84.0,Medium,2.0,Sales Executive,Medium,Divorced,6852.0,11591.0,7.0,No,12.0,Excellent,Medium,2.0,Best,No,Age_group 4,Distance_4,HourlyRate_4,Income_4,Rate_2,DailyRate_1,PercentSalaryHike_1
25.0,Travel_Rarely,1356.0,Sales,10.0,Master,Life Sciences,High,Male,57.0,High,2.0,Sales Executive,Very High,Single,4950.0,20623.0,0.0,No,14.0,Excellent,Medium,4.0,Better,No,Age_group 1,Distance_4,HourlyRate_2,Income_3,Rate_4,DailyRate_5,PercentSalaryHike_3
30.0,Travel_Rarely,1465.0,Research & Development,1.0,Bachelor,Medical,Very High,Male,63.0,High,1.0,Research Scientist,Medium,Married,3579.0,9369.0,0.0,Yes,21.0,Outstanding,Low,2.0,Better,No,Age_group 2,Distance_1,HourlyRate_3,Income_2,Rate_2,DailyRate_5,PercentSalaryHike_5
42.0,Travel_Frequently,458.0,Research & Development,26.0,Doctor,Medical,Low,Female,60.0,High,3.0,Research Director,Low,Married,13191.0,23281.0,3.0,Yes,17.0,Excellent,High,6.0,Better,No,Age_group 4,Distance_5,HourlyRate_3,Income_5,Rate_5,DailyRate_2,PercentSalaryHike_4
35.0,Non-Travel,1212.0,Sales,8.0,College,Marketing,High,Female,78.0,Medium,3.0,Sales Executive,Very High,Married,10377.0,13755.0,4.0,Yes,11.0,Excellent,Medium,6.0,Good,No,Age_group 3,Distance_3,HourlyRate_4,Income_5,Rate_3,DailyRate_4,PercentSalaryHike_1
27.0,Travel_Rarely,1103.0,Research & Development,14.0,Bachelor,Life Sciences,Low,Male,42.0,High,1.0,Research Scientist,Low,Married,2235.0,14377.0,1.0,Yes,14.0,Excellent,Very High,3.0,Good,No,Age_group 1,Distance_4,HourlyRate_1,Income_1,Rate_3,DailyRate_4,PercentSalaryHike_3
54.0,Travel_Frequently,966.0,Research & Development,1.0,Master,Life Sciences,Very High,Female,53.0,High,3.0,Manufacturing Director,High,Divorced,10502.0,9659.0,7.0,No,17.0,Excellent,Low,2.0,Bad,No,Age_group 5,Distance_1,HourlyRate_2,Income_5,Rate_2,DailyRate_4,PercentSalaryHike_4
44.0,Travel_Rarely,1117.0,Research & Development,2.0,Below College,Life Sciences,Low,Female,72.0,Very High,1.0,Research Scientist,Very High,Married,2011.0,19982.0,1.0,No,13.0,Excellent,Very High,5.0,Better,No,Age_group 4,Distance_1,HourlyRate_3,Income_1,Rate_4,DailyRate_4,PercentSalaryHike_2
19.0,Non-Travel,504.0,Research & Development,9.20426409903714,Bachelor,Medical,Low,Female,96.0,Medium,1.0,Research Scientist,Medium,Single,1859.0,6148.0,1.0,Yes,25.0,Outstanding,Medium,2.0,Best,Yes,Age_group 1,Distance_4,HourlyRate_5,Income_1,Rate_1,DailyRate_2,PercentSalaryHike_5
29.0,Travel_Rarely,1010.0,Research & Development,1.0,Bachelor,Life Sciences,Low,Female,97.0,High,1.0,Research Scientist,Very High,Divorced,3760.0,5598.0,1.0,No,15.0,Excellent,Low,5.0,Better,No,Age_group 1,Distance_1,HourlyRate_5,Income_2,Rate_1,DailyRate_4,PercentSalaryHike_3
54.0,Travel_Rarely,685.0,Research & Development,3.0,Bachelor,Life Sciences,Very High,Male,85.0,High,4.0,Research Director,Very High,Married,17779.0,23474.0,3.0,No,14.0,Excellent,Low,2.0,Better,No,Age_group 5,Distance_2,HourlyRate_4,Income_5,Rate_5,DailyRate_3,PercentSalaryHike_3
36.929014472777396,Travel_Rarely,1332.0,Research & Development,11.0,College,Medical,High,Male,80.0,High,2.0,Healthcare Representative,Low,Married,6833.0,17089.0,1.0,Yes,12.0,Excellent,Very High,2.0,Better,No,Age_group 3,Distance_4,HourlyRate_4,Income_4,Rate_4,DailyRate_5,PercentSalaryHike_1
31.0,Travel_Rarely,1062.0,Research & Development,24.0,Bachelor,Medical,High,Female,96.0,Medium,2.0,Healthcare Representative,Low,Single,6812.0,17198.0,1.0,No,19.0,Excellent,Medium,2.0,Better,No,Age_group 2,Distance_5,HourlyRate_5,Income_4,Rate_4,DailyRate_4,PercentSalaryHike_4
59.0,Travel_Rarely,326.0,Sales,3.0,Bachelor,Life Sciences,High,Female,48.0,Medium,2.0,Sales Executive,Very High,Single,5171.0,16490.0,5.0,No,17.0,Excellent,Very High,2.0,Better,No,Age_group 5,Distance_2,HourlyRate_2,Income_3,Rate_3,DailyRate_1,PercentSalaryHike_4
43.0,Travel_Rarely,920.0,Research & Development,3.0,Bachelor,Life Sciences,High,Male,96.0,Low,5.0,Research Director,Very High,Married,19740.0,18625.0,3.0,No,14.0,Excellent,Medium,2.0,Better,No,Age_group 4,Distance_2,HourlyRate_5,Income_5,Rate_4,DailyRate_3,PercentSalaryHike_3
49.0,Travel_Rarely,1098.0,Research & Development,4.0,College,Medical,Low,Male,85.0,Medium,5.0,Manager,High,Married,18711.0,12124.0,2.0,No,13.0,Excellent,High,2.0,Best,No,Age_group 5,Distance_2,HourlyRate_4,Income_5,Rate_3,DailyRate_4,PercentSalaryHike_2
36.0,Travel_Frequently,469.0,Research & Development,9.20426409903714,Bachelor,Technical Degree,High,Male,46.0,High,1.0,Research Scientist,Medium,Married,3692.0,9256.0,1.0,No,12.0,Excellent,High,2.0,Good,No,Age_group 3,Distance_4,HourlyRate_2,Income_2,Rate_2,DailyRate_2,PercentSalaryHike_1
48.0,Travel_Rarely,969.0,Research & Development,2.0,College,Technical Degree,Very High,Male,76.0,Very High,1.0,Laboratory Technician,Medium,Single,2559.0,16620.0,5.0,No,11.0,Excellent,High,4.0,Good,No,Age_group 5,Distance_1,HourlyRate_4,Income_1,Rate_4,DailyRate_4,PercentSalaryHike_1
27.0,Travel_Rarely,1167.0,Research & Development,4.0,College,Life Sciences,Low,Male,76.0,High,1.0,Research Scientist,High,Divorced,2517.0,3208.0,1.0,No,11.0,Excellent,Medium,2.0,Better,No,Age_group 1,Distance_2,HourlyRate_4,Income_1,Rate_1,DailyRate_4,PercentSalaryHike_1
29.0,Travel_Rarely,1329.0,Research & Development,7.0,Bachelor,Life Sciences,High,Male,82.0,High,2.0,Healthcare Representative,Very High,Divorced,6623.0,4204.0,1.0,Yes,11.0,Excellent,Medium,2.0,Better,No,Age_group 1,Distance_3,HourlyRate_4,Income_4,Rate_1,DailyRate_5,PercentSalaryHike_1
48.0,Travel_Rarely,715.0,Research & Development,1.0,Bachelor,Life Sciences,Very High,Male,76.0,Medium,5.0,Research Director,Very High,Single,18265.0,8733.0,6.0,No,12.0,Excellent,High,3.0,Best,No,Age_group 5,Distance_1,HourlyRate_4,Income_5,Rate_2,DailyRate_3,PercentSalaryHike_1
29.0,Travel_Rarely,694.0,Research & Development,1.0,Bachelor,Life Sciences,Very High,Female,87.0,Medium,4.0,Research Director,Very High,Divorced,16124.0,3423.0,3.0,No,14.0,Excellent,Medium,2.0,Good,No,Age_group 1,Distance_1,HourlyRate_4,Income_5,Rate_1,DailyRate_3,PercentSalaryHike_3
34.0,Travel_Rarely,1320.0,Research & Development,20.0,Bachelor,Technical Degree,High,Female,89.0,Very High,1.0,Research Scientist,High,Married,2585.0,21643.0,0.0,No,17.0,Excellent,Very High,5.0,Good,No,Age_group 2,Distance_5,HourlyRate_5,Income_1,Rate_4,DailyRate_5,PercentSalaryHike_4
44.0,Travel_Rarely,1099.0,Sales,5.0,Bachelor,Marketing,Medium,Male,88.0,High,5.0,Manager,Medium,Married,18213.0,8751.0,7.0,No,11.0,Excellent,High,5.0,Better,No,Age_group 4,Distance_2,HourlyRate_5,Income_5,Rate_2,DailyRate_4,PercentSalaryHike_1
33.0,Travel_Rarely,536.0,Sales,10.0,Doctor,Marketing,Very High,Male,82.0,Very High,3.0,Sales Executive,High,Divorced,8380.0,21708.0,0.0,Yes,14.0,Excellent,Very High,3.0,Better,No,Age_group 2,Distance_4,HourlyRate_4,Income_4,Rate_5,DailyRate_2,PercentSalaryHike_3
19.0,Travel_Rarely,265.0,Research & Development,25.0,Bachelor,Life Sciences,Medium,Female,57.0,Very High,1.0,Research Scientist,Very High,Single,2994.0,21221.0,1.0,Yes,12.0,Excellent,Very High,2.0,Better,No,Age_group 1,Distance_5,HourlyRate_2,Income_2,Rate_4,DailyRate_1,PercentSalaryHike_1
23.0,Travel_Rarely,373.0,Research & Development,1.0,College,Life Sciences,Very High,Male,47.0,High,1.0,Research Scientist,High,Married,1223.0,16901.0,1.0,No,22.0,Outstanding,Very High,2.0,Better,No,Age_group 1,Distance_1,HourlyRate_2,Income_1,Rate_4,DailyRate_1,PercentSalaryHike_5
25.0,Travel_Frequently,599.0,Sales,24.0,Below College,Life Sciences,High,Male,73.0,Low,1.0,Sales Representative,Very High,Single,1118.0,8040.0,1.0,Yes,14.0,Excellent,Very High,4.0,Better,Yes,Age_group 1,Distance_5,HourlyRate_3,Income_1,Rate_2,DailyRate_2,PercentSalaryHike_3
26.0,Travel_Rarely,583.0,Research & Development,4.0,College,Life Sciences,High,Male,53.0,High,1.0,Research Scientist,Very High,Single,2875.0,9973.0,1.0,Yes,20.0,Outstanding,Medium,2.0,Good,No,Age_group 1,Distance_2,HourlyRate_2,Income_2,Rate_2,DailyRate_2,PercentSalaryHike_5
45.0,Travel_Rarely,1449.0,Sales,2.0,Bachelor,Marketing,Low,Female,94.0,Low,5.0,Manager,Medium,Single,18824.0,2493.0,2.0,Yes,16.0,Excellent,Low,2.0,Better,Yes,Age_group 4,Distance_1,HourlyRate_5,Income_5,Rate_1,DailyRate_5,PercentSalaryHike_4
36.929014472777396,Non-Travel,177.0,Research & Development,8.0,Below College,Medical,Very High,Male,37.0,Medium,4.0,Healthcare Representative,Medium,Divorced,13577.0,25592.0,1.0,No,15.0,Excellent,Very High,3.0,Better,No,Age_group 3,Distance_3,HourlyRate_1,Income_5,Rate_5,DailyRate_1,PercentSalaryHike_3
21.0,Travel_Frequently,251.0,Research & Development,10.0,College,Life Sciences,Low,Female,45.0,Medium,1.0,Laboratory Technician,High,Single,2625.0,25308.0,1.0,No,20.0,Outstanding,High,2.0,Bad,Yes,Age_group 1,Distance_4,HourlyRate_1,Income_1,Rate_5,DailyRate_1,PercentSalaryHike_5
46.0,Travel_Rarely,168.0,Sales,4.0,College,Marketing,Very High,Female,33.0,Medium,5.0,Manager,Medium,Married,18789.0,9946.0,2.0,No,14.0,Excellent,High,2.0,Better,No,Age_group 5,Distance_2,HourlyRate_1,Income_5,Rate_2,DailyRate_1,PercentSalaryHike_3
34.0,Travel_Rarely,131.0,Sales,2.0,Bachelor,Marketing,High,Female,86.0,High,2.0,Sales Executive,Low,Single,4538.0,6039.0,0.0,Yes,12.0,Excellent,Very High,3.0,Better,No,Age_group 2,Distance_1,HourlyRate_4,Income_3,Rate_1,DailyRate_1,PercentSalaryHike_1
51.0,Travel_Frequently,237.0,Sales,9.0,Bachelor,Life Sciences,Very High,Male,83.0,High,5.0,Manager,Medium,Divorced,19847.0,19196.0,4.0,Yes,24.0,Outstanding,Low,5.0,Good,No,Age_group 5,Distance_3,HourlyRate_4,Income_5,Rate_4,DailyRate_1,PercentSalaryHike_5
59.0,Travel_Rarely,1429.0,Research & Development,18.0,Master,Medical,Very High,Male,67.0,High,3.0,Manufacturing Director,Very High,Single,10512.0,20002.0,6.0,No,12.0,Excellent,Very High,6.0,Good,No,Age_group 5,Distance_5,HourlyRate_3,Income_5,Rate_4,DailyRate_5,PercentSalaryHike_1
34.0,Travel_Frequently,135.0,Research & Development,19.0,Bachelor,Medical,High,Female,46.0,High,2.0,Laboratory Technician,Medium,Divorced,4444.0,22534.0,4.0,No,13.0,Excellent,High,2.0,Best,No,Age_group 2,Distance_5,HourlyRate_2,Income_3,Rate_5,DailyRate_1,PercentSalaryHike_2
28.0,Travel_Frequently,791.0,Research & Development,1.0,Master,Medical,Very High,Male,44.0,High,1.0,Laboratory Technician,High,Single,2154.0,6842.0,0.0,Yes,11.0,Excellent,High,2.0,Good,No,Age_group 1,Distance_1,HourlyRate_1,Income_1,Rate_1,DailyRate_3,PercentSalaryHike_1
